A,B,mech,recent_sh,recent_ret,recent_vol,recent_mdd,hist_sh,hist_ret,hist_vol,hist_mdd,joined_sh,joined_ret,rejected_entries,score,recent_rank,hist_rank,rank_avg,score_rank,rank_avg_rank,joined_rank
core-2m/same_sector_slide3m_noscreen,sp500-2m/same_sector_slide1m_bd7,A,0.1799752933044233,0.03325525003069454,0.10480497346490879,-0.15272463038997056,-0.7273494914352746,-0.046341071276112866,0.0625279314272286,-0.24026714200903576,-0.353159169396924,-0.027029694883278266,0,-0.7273494914352746,414,469,441.5,466,483,465
core-2m/same_sector_slide3m_noscreen,sp500-2m/cross_sector_slide3m_noscreen,A,-0.13965461057330628,-0.021272914141568955,0.12809819421741606,-0.1971595992080596,-0.3211616779875055,-0.03973675334618121,0.1081698594901819,-0.2654586820003989,-0.2737000818823314,-0.03662774624740852,0,-0.3211616779875055,475,367,421.0,355,469,442
core-2m/same_sector_slide3m_noscreen,sp500-2m/cross_sector_slide3m_bd7,A,-0.2969284749372623,-0.03202283300741506,0.12379534767702258,-0.18254062484255112,-0.09475180866120085,-0.008609661222921283,0.0672895956441115,-0.16783536842512248,-0.15950200597090558,-0.01598944236457136,0,-0.2969284749372623,481,277,379.0,341,424,399
core-2m/same_sector_slide3m_noscreen,sp500-2m/cross_sector_slide1m_noscreen,A,0.24642147440031598,0.03222327908663629,0.11707088375106231,-0.1622759064202322,-0.5795942553377275,-0.043575310252619404,0.07233648897654858,-0.23366670942085166,-0.26644442982814204,-0.025366308013293426,0,-0.5795942553377275,395,444,419.5,441,467,440
core-2m/same_sector_slide3m_noscreen,sp500-2m/cross_sector_slide1m_bd7,A,-0.12436795822584455,-0.009048217596133324,0.11642278747497455,-0.18030185043032335,-0.45577661763991306,-0.02521330628841778,0.05294793272372272,-0.17152592783420118,-0.2831674933562215,-0.022239220344552457,0,-0.45577661763991306,470,420,445.0,410,485,448
core-2m/same_sector_slide3m_noscreen,core-12m/same_sector_slide3m_noscreen,A,0.3691747944072278,0.04061046225037701,0.10401245101790595,-0.12395852048667684,-0.8318535258778444,-0.05881332957707752,0.06990797160505532,-0.2587821910256254,-0.4038223851289918,-0.034285143309792,0,-0.8318535258778444,344,479,411.5,478,456,480
core-2m/same_sector_slide3m_noscreen,core-12m/same_sector_slide3m_bd7,A,0.15183339675474727,0.020438662639494454,0.11579005090373275,-0.16054320836815605,-0.7853050697060843,-0.048213932594143305,0.06057189269651472,-0.19968253467054098,-0.38786102133589406,-0.032293797962276424,0,-0.7853050697060843,427,473,450.0,472,491,474
core-2m/same_sector_slide3m_noscreen,core-12m/same_sector_slide1m_noscreen,A,0.06650756953469006,0.012606678264043669,0.09846829607036761,-0.14235017152561005,-0.9779510293223705,-0.05932305261442272,0.06063561716230669,-0.2711047575459621,-0.5726505425348645,-0.04193358829656613,0,-0.9779510293223705,442,489,465.5,489,495,493
core-2m/same_sector_slide3m_noscreen,core-12m/same_sector_slide1m_bd7,A,0.11882354167281328,0.022413426443595386,0.11261233837288234,-0.16116517538162684,-1.0630053790433893,-0.056254465555021005,0.05312391688781,-0.23850137451824427,-0.5207587315871289,-0.03778287929173747,0,-1.0630053790433893,433,492,462.5,492,494,491
core-2m/same_sector_slide3m_noscreen,core-12m/cross_sector_slide3m_noscreen,A,0.16040831651281998,0.022544109911391906,0.13573472447385487,-0.1890191396648798,-0.8447111668363184,-0.07118745182999964,0.08329298059932178,-0.32873955556572587,-0.4569156029845557,-0.048441513435205044,0,-0.8447111668363184,425,480,452.5,479,492,485
core-2m/same_sector_slide3m_noscreen,core-12m/cross_sector_slide3m_bd7,A,-0.13446678584475014,-0.013063031414015458,0.11625632646997784,-0.19564350125021038,-0.5046029132377973,-0.033726083333332046,0.0639182077184747,-0.15586958281716223,-0.33875063760257057,-0.029461762819358705,0,-0.5046029132377973,473,433,453.0,424,493,461
core-2m/same_sector_slide3m_noscreen,core-12m/cross_sector_slide1m_noscreen,A,0.37792868336466656,0.04550879759270767,0.12140015809811067,-0.13482699433348483,-0.7517447943530444,-0.05570111653420673,0.07270165705702335,-0.2768429145205663,-0.31722394006429333,-0.030738117648999808,0,-0.7517447943530444,339,471,405.0,469,447,456
core-2m/same_sector_slide3m_noscreen,core-12m/cross_sector_slide1m_bd7,A,0.1872318408189809,0.018898637477076673,0.09630647130528791,-0.12476782123135692,-0.8558607553115715,-0.04900111000607332,0.05680206270646169,-0.21931804006320843,-0.44285350160505255,-0.03189552202258865,0,-0.8558607553115715,411,481,446.0,480,488,484
core-2m/same_sector_slide3m_noscreen,sp500-12m/same_sector_slide3m_noscreen,A,0.2038675953670086,0.024828257701108036,0.13238748229974878,-0.16738727481582566,0.14017199103688852,0.008524843411574334,0.08859190842313243,-0.15010476089629898,0.16725398044442946,0.01253752934235386,0,0.14017199103688852,408,165,286.5,140,312,241
